Age,Income_Usd,Temperature_C,Humidity_Pct,Latitude,Longitude,Height_Cm,Weight_Kg,Heart_Rate_Bpm,Systolic_Bp,Diastolic_Bp,Steps_Per_Day,Exam_Score,Price_Usd,Duration_Min,Gender,City,Device_Type,Membership_Level,Payment_Method,CGPA
28,604299,26,66,-70.0,-65,-91.0,161,144.0,80,118,15401.0,6,,195.0,Male,S2,S1,L2,M2,7.0
100,50568,40,9,12.0,76,114.0,78,85.0,160,114,7672.0,88,1262.0,561.0,Female,S2,S1,L2,M2,2.6
97,924419,37,37,-2.0,55,-66.0,31,146.0,192,70,37153.0,86,307.0,7.0,Female,S2,S2,,M1,1.3
38,1177548,-4,20,-44.0,104,29.0,104,175.0,167,56,39146.0,35,1889.0,1.0,Female,S2,S2,L1,M1,4.3
96,250393,6,11,,-165,148.0,92,195.0,91,61,17966.0,86,4799.0,567.0,Male,S2,S2,L1,M2,6.1
14,69289,27,96,-55.0,29,129.0,110,,182,80,11672.0,72,605.0,320.0,Female, ,S2,L1,M1,7.9
52,1442312,-9,69,55.0,-90,33.0,101,,151,46,31553.0,17,2937.0,349.0,Male,S1,S2,L1,M2,1.1
29,1095531,24,13,68.0,159,-106.0,57,187.0,153,53,30030.0,30,704.0,389.0,Male,S1,S2,L2,M2,4.7
95,NAN,43,84,-7.0,-80,153.0,179,77.0,196,48,36518.0,92,1563.0,146.0,Female,S1,S1,L1,M2,3.4
42,334793,NAN,34,-84.0,-105,144.0,117,108.0,98,74,2967.0,57,3337.0,238.0,Male,S1,S2,L2,M1,5.7
91,1665223,42,NAN,0.0,-143,186.0,52,79.0,139,121,,3,4759.0,71.0,Female,S2,S1,L2,M2,9.5
35,1019075,-4,40,63.0,-12,125.0,177,56.0, ,97,9235.0,44,1665.0,129.0,Male,S1,S2,L1,M1,3.2
12,71858,5,40,-3.0,-4,135.0,61,167.0,178,80,34483.0, ,864.0,69.0,Male,S1,S2,L2,M1,0.4
98,1383964,48,10,84.0,-77,49.0,88,43.0,165,NAN,23322.0,49,1491.0,, ,S1,S1,L2,M2,0.3
97,1677057,NAN,84,71.0,51,84.0,178,47.0,108,50,27453.0,57,1486.0,56.0,Male,S1,S1,L1,M2,9.9
95,1701601,-2,80,56.0,62,-93.0,102,63.0,127,53,23450.0, ,1387.0,242.0,Female,S1,S1,L2,M1,3.1
42,1042982,2,58,-40.0,-148,143.0,146,59.0,192,53,1149.0,43,1142.0,397.0,Female,S1,S1,L2,M2,8.0
24,201060,21,3,-83.0,178,75.0,91,58.0,133,114,6482.0,91,791.0,415.0,Female,S2,S2,L2,M2,3.5
16,55236,36,20,,35,-17.0,69,149.0,157,57,7362.0,72,3361.0,281.0,Male,S1,S2,,M2,3.9
32,514800,46,65,-88.0,-135,15.0,88,86.0,182,109,9800.0,85,3643.0,176.0,Male,S2,S2,L1,M2,0.3
60,NAN,-4,4,0.0, ,57.0,71,188.0,144,126,30667.0,61,2777.0,414.0,Female,S1,S1,L2,M2,8.8
97,250003,-34,63,81.0,91,72.0,133,151.0,136,121,386.0,74,1821.0,395.0,Male,S2,S2,L1,M2,6.0
17,1095018,-18,45,31.0,179,125.0,51,62.0,189,106,24981.0,81,59.0,325.0,Female,S1,S2,L2,M1,0.1
50,142242,-21,36,22.0,18,,94,110.0,188,41,33752.0,75,2227.0,,Male,S1,S2,L1,M2,6.5
16,1925829,-18,48,41.0,147,-114.0,60,172.0,162,113,1115.0,57,4321.0,510.0,Male,S2,S2,L2,M1,0.6
NAN,744044,-14,46,3.0,133,108.0,45,58.0,110,128,27031.0,47,2050.0,464.0, ,S1,S1,L1,M2,3.8
100,152059,-33,85,-22.0,74,-32.0,102,183.0,133,98,31892.0,57,4591.0,159.0,Female,S2,S2,L1,M1,9.7
72,NAN,-49,72,62.0, ,5.0,121,142.0,125,82,26475.0, ,1517.0,353.0,Male,S2,S2,L2,M1,4.8
55,1350761,-3,67,-9.0,15,,155,132.0,99,73,14763.0,20,2185.0,454.0,Male,S1,S1,L1,M2,9.1
33,475699,-37,95,67.0,-145,89.0,65,56.0,151,70,35763.0,94,1342.0,510.0,Female,S1,S2,L2,M2,6.8
51,NAN,49,4,-56.0,-149,184.0,91,63.0,100,101,,47,953.0,418.0,Female,S2,S2,L2,M1,2.8
88,1539946,20,NAN,-61.0, ,139.0,169,,106,67,20790.0,29,2788.0,518.0,Female,S2,S2,L2,M2,3.3
81,1505058,39,42,53.0,41,-41.0,50,187.0,139,113,33635.0,82,3286.0,229.0,Male,S2,S1,L1,M2,6.3
35,1604275,-42,71,-52.0,-115,7.0,101,143.0,121,NAN,35603.0, ,2304.0,403.0,Male, ,S2,L1,M1,3.4
91,1062687,-33,9,81.0,126,78.0,137,116.0,144,130,29195.0, ,4027.0,29.0,Female,S1,S2,L2,M1,4.1
98,335889,0,63,-24.0,-164,60.0,135,115.0,142,117,32114.0,95,1478.0,90.0,Male,S1,S2,L1,M2,0.5
87,1307302,7,47,10.0,79,173.0,165,70.0,142,72,1574.0,53,3163.0,428.0,Male,S2,S2,,M2,8.1
50,592531,NAN,6,18.0,-155,78.0,143,86.0,165,88,3672.0,17,2172.0,366.0,Male,S1,S1,L2,M2,2.6
88,219394,-16,9,71.0,130,-21.0,93,,118,48,37119.0,23,226.0,160.0,Male,S2,S1,L1,M2,8.7
73,580829,16,1,-78.0,-20,-52.0,166,144.0,86,112,10399.0,100,691.0,50.0,Female,S1,S1,L2,M1,1.1
57,1857410,26,79,-54.0,-135,122.0,102,133.0,144,55,17787.0,57,3688.0,182.0,Male,S1,NAN,L1,M1,0.2
32,304091,-19,18,16.0,-45,15.0,41,112.0,114,75,19516.0,92,562.0,573.0,Male,S1,S2,L2,M2,9.5
11,668024,9,49,73.0,-104,206.0,60,107.0,81,59,23322.0,11,1795.0,570.0,Male,S1,S2,L2,M1,4.9
62,1005759,4,23,,115,1.0,95,46.0,133,98,21522.0,34,1674.0,,Female,S1,S2,L2,M2,7.4
84,199680,22,29,-42.0,81,-63.0,48,,173,43,9369.0,9,1589.0,55.0,Male,S1,S2,L2,M1,6.9
79,931418,1,67,64.0,-23,201.0,112,80.0, ,96,26546.0,95,1443.0,581.0,Female,S1,S2,L2,M2,5.7
58,254682,NAN,91,-70.0,-137,146.0,100,166.0,184,127,7974.0,65,1118.0,556.0,Female,S2,S2,L2,M2,2.9
NAN,1907806,-23,58,60.0, ,100.0,116,172.0,129,78,244.0,0,1264.0,95.0,Female,S1,S1,L2,M1,0.7
51,704400,12,61,-13.0, ,-101.0,97,144.0,127,116,34753.0,4,579.0,78.0,Male,S1,S2,L2,M2,9.1
96,1527026,7,55,-18.0,113,-78.0,124,86.0,146,79,36402.0,14,4221.0,239.0,Male,S1,S1,L2,M1,7.5
96,476069,-35,83,44.0,78,141.0,150,122.0,171,102,28283.0,13,449.0,350.0,Male,S1,S1,L2,M2,1.1
34,1050491,26,37,76.0,11,-102.0,127,,181,115,26682.0,33,2311.0,566.0,Female,S2,S1,L2,M2,4.9
11,1623525,-38,46,72.0,-169,-17.0,91,108.0,185,63,12407.0, ,4382.0,568.0,Female,S1,S2,L1,M2,1.0
54,1537206,-5,52,3.0,-12,10.0,121,109.0,189,66,27931.0,94,1970.0,373.0,Female,S1,S1,L1,M2,4.1
18,882091,35,36,-6.0,-147,118.0,164,98.0,167,130,31268.0,44,3866.0,317.0,Male,S1,S2,L2,M2,3.3
40,497788,-33,84,77.0,-81,75.0,161,123.0,167,96,25285.0,86,1961.0,494.0,Female,S2,S1,L2,M2,8.2
NAN,1415479,-15,15,-3.0,6,22.0,73,57.0,167,101,38380.0,53,2834.0,338.0,Male,S1,S2,L1,M1,7.6
54,1713527,5,73,-56.0,82,-98.0,141,166.0,138,106,9907.0,29,1672.0,430.0,Female,S1,S2,L2,M1,8.4
94,714119,-15,90,-8.0,126,143.0,113,190.0,179,104,9053.0,98,718.0,493.0,Male,S1,S2,L2,M2,6.5
55,42347,-14,88,61.0,-156,95.0,108,,173,53,33606.0,16,1088.0,131.0,Male,S1,S1,L2,M1,6.5
11,1335876,47,16,-56.0,-49,-48.0,68,102.0,197,111,30108.0,91,3811.0,292.0,Male,S2,S2,L2,M1,1.8
63,68238,-14,88,63.0,-169,6.0,176,153.0,128,43,34347.0,20,84.0,413.0,Female,S2,S2,L2,M2,9.3
57,1100184,33,85,-79.0,174,86.0,173,115.0,141,109,27413.0,44,1033.0,518.0,Male,S2,S2,L2,M2,9.1
36,920881,-38,32,81.0,81,-105.0,70,180.0,144,89,11399.0,80,3693.0,70.0,Male,S2,S2,L2,M2,6.2
17,1389967,-40,64,70.0,130,-8.0,71,84.0,131,123,11289.0,62,2762.0,511.0,Male,S2,S1,L1,M1,2.2
40,502229,-38,66,37.0,-178,-98.0,94,145.0,102,40,29472.0,40,3995.0,43.0,Female,S1,S2,L1,M2,2.6
67,1515565,4,88,-75.0,-118,-105.0,40,195.0,190,129,10648.0,88,1637.0,388.0,Female,S2,S2,L1,M2,6.1
83,497822,-26,8,-14.0,-123,-87.0,120,155.0,174,129,7055.0,81,3315.0,141.0,Female,S1,S2,L2,M1,2.2
45,1947281,15,49,26.0,-144,-87.0,176,196.0,176,NAN,22011.0,19,606.0,283.0,Female,S1,S1,L1,M2,0.9
74,1126688,37,83,22.0, ,143.0,58,171.0,199,104,34578.0,70,4665.0,101.0,Male,S1,S2,,M1,6.6
20,1720384,17,27,67.0, ,-65.0,52,115.0,171,100,15821.0,71,1985.0,163.0,Male,S1,S1,L1,M2,9.1
31,306574,-46,14,29.0,-75,29.0,114,169.0,129,88,9647.0,91,1201.0,586.0,Male,S2,S1,L2,M2,8.7
64,610448,-33,53,8.0,57,36.0,NAN,87.0,99,55,5734.0,30,537.0,308.0,Female, ,S1,L2,M2,5.9
47,1376764,-34,2,-60.0,134,10.0,107,136.0,136,NAN,12300.0,13,4280.0,53.0,Female,S2,S2,L2,M2,3.4
42,1359015,-17,47,3.0,177,206.0,108,97.0,192,123,35103.0,73,2434.0,530.0,Male,S2,S2,L2,M1,8.9
89,1817151,-10,3,-4.0,178,104.0,114,136.0,97,52,28524.0,7,4843.0,215.0, ,S2,S2,L1,M1,3.3
77,1268537,-40,25,-40.0,14,-32.0,134,115.0,100,48,37215.0,42,783.0,204.0,Female,S1,S1,,M1,5.5
27,1474665,-47,20,-39.0,147,-90.0,118,57.0, ,58,27189.0,48,4994.0,536.0,Male, ,S2,L1,M1,1.6
99,NAN,35,58,80.0,-68,175.0,124,63.0,167,93,2717.0,47,2509.0,221.0,Female,S1,S1,L2,M1,1.4
100,1741538,-11,83,17.0, ,183.0,144,180.0,110,51,10254.0,36,4722.0,543.0,Female,S2,S1,L2,M1,7.9
73,1427637,14,90,-53.0,93,131.0,38,76.0,127,92,10520.0,76,4773.0,311.0,Male,S2,S2,,M2,6.5
64,1047478,-38,56,-15.0,4,14.0,140,66.0,81,89,23611.0,65,2092.0,272.0, ,S2,S1,L1,M1,8.6
18,NAN,-20,89,56.0,142,-60.0,83,105.0,106,91,29352.0,95,2794.0,455.0,Male,S2,S1,L1,M1,9.0
81,1182288,-44,64,-64.0,-88,203.0,170,133.0,181,51,31680.0,41,4766.0,75.0,Female,S1,S1,L1,M2,2.5
88,84546,6,62,32.0,114,70.0,115,128.0,147,92,11676.0,92,1872.0,208.0,Male,S1,S1,,M1,6.5
91,465746,50,56,51.0,109,-97.0,50,135.0,103,114,38700.0, ,4308.0,250.0,Male,S2,S1,L2,M2,4.7
49,7767,36,31,-84.0,-155,-96.0,85,97.0, ,85,25179.0,27,739.0,537.0,Male, ,S2,L2,M2,9.8
73,813689,-47,70,-69.0,-115,206.0,128,185.0,150,74,32307.0,22,919.0,582.0,Male,S1,S2,L1,M2,4.9
79,1492771,-27,4,-31.0,167,-56.0,63,82.0,132,62,1572.0,97,209.0,286.0,Female,S2,S2,L1,M2,4.0
96,694725,27,45,-50.0,114,-75.0,144,121.0,184,119,39832.0,74,3455.0,36.0,Male,S2,S2,L2,M1,6.5
93,NAN,-2,4,2.0,59,146.0,78,103.0,128,128,28530.0,92,2068.0,9.0,Male,S2,S1,L2,M1,5.6
15,367879,-36,21,-36.0,-93,-37.0,142,186.0,164,106,29969.0,73,4768.0,323.0,Female,S1,S1,L2,M1,6.3
23,1621993,-2,8,61.0,157,-120.0,113,132.0, ,114,16847.0,20,2937.0,265.0,Female,S2,S1,L2,M1,4.9
49,1541336,5,73,25.0,3,-37.0,171,118.0,176,81,9497.0,62,4749.0,529.0,Female,S1,S2,L2,M1,9.1
65,1461426,45,95,13.0,144,-74.0,86,176.0,140,113,8250.0,44,4870.0,510.0,Male,S2,S1,L1,M1,3.5
53,635189,-31,27,,-33,94.0,159,140.0,180,62,6980.0,77,1521.0,320.0,Female,S2,S2,L2,M2,2.7
81,3705,-19,94,-65.0,22,186.0,54,166.0,92,129,,72,,500.0,Female,S1,S1,L1,M2,5.9
75,781858,10,NAN,-51.0,-129,202.0,56,85.0,112,68,23999.0,42,4329.0,87.0,Male,S1,S1,L2,M1,0.2
91,1563817,13,21,11.0,8,198.0,125,178.0,179,117,12091.0,68,1531.0,186.0,Male,S2,S1,L1,M1,2.3
10,1172372,-18,62,-84.0,171,190.0,46,191.0,132,92,35138.0, ,4141.0,400.0,Male,S2,S1,L2,M2,1.6
47,1387948,38,56,-78.0,64,32.0,127,87.0,112,42,13592.0,33,2330.0,76.0,Male,S1,S2,L2,M1,3.7
49,854529,5,45,1.0,-122,95.0,169,64.0, ,123,8391.0,37,2836.0,379.0,Female,S2,S2,L2,M2,0.1
52,136605,-46,37,1.0,-113,-15.0,83,41.0,158,88,39381.0,11,3280.0,235.0,Female,S2,S2,L2,M1,6.5
97,1743066,29,64,86.0,115,-90.0,146,157.0,85,69,30092.0,87,191.0,361.0,Female,S1,S2,L1,M1,3.7
96,1110424,18,44,-21.0,-140,-89.0,104,80.0,108,103,20152.0,38,,179.0,Male,S1,S2,L1,M2,2.6
48,1478716,41,46,22.0, ,0.0,NAN,187.0,136,91,39443.0,38,3378.0,262.0,Female,S1,S2,L1,M1,8.3
50,411725,28,25,28.0,31,-69.0,170,138.0,98,98,23710.0,96,1583.0,502.0,Female,S1,S2,L1,M2,4.2
36,475735,-35,47,77.0,123,84.0,154,199.0,95,121,35044.0,77,278.0,123.0,Male, ,S1,L2,M2,3.9
57,516688,-7,2,-86.0,-107,68.0,112,191.0,167,45,21976.0,45,1317.0,572.0,Male,S1,S2,L2,M2,9.3
52,1663045,45,89,-34.0,175,58.0,152,47.0,183,60,20067.0,26,3176.0,70.0,Female,S2,S2,L2,M2,0.7
79,868371,20,100,18.0,-115,8.0,135,185.0,187,NAN,23257.0,88,4229.0,16.0,Male,S1,S2,L2,M2,1.3
30,1999829,35,16,-32.0,-115,-115.0,75,137.0,150,53,18640.0,53,1715.0,122.0,Female,S2,S2,L2,M2,6.2
69,686160,-14,96,23.0,-177,45.0,82,102.0,194,99,2990.0,89,4651.0,261.0,Male,S1,S2,L2,M1,1.3
97,274954,NAN,58,-76.0, ,133.0,63,67.0,189,79,38581.0,20,3435.0,510.0,Male,S2,S1,L2,M2,0.0
62,1704145,44,22,73.0,-180,-37.0,136,108.0,177,102,23628.0,82,409.0,421.0,Male,S1,S2,L2,M1,9.5
70,1816135,-50,52,11.0,18,145.0,NAN,97.0,168,112,13161.0,3,1574.0,417.0,Male,S1,S2,L1,M1,0.9
65,482390,-30,99,90.0,-154,-107.0,52,113.0,149,61,,27,1250.0,418.0,Male,S2,S1,L2,M1,1.6
42,1489440,-6,87,49.0,-116,-117.0,40,124.0,117,53,4270.0,56,3806.0,330.0,Female,S1,S2,L1,M1,8.3
26,20445,-28,26,-19.0,-173,-54.0,56,91.0,185,92,39916.0,57,1426.0,86.0,Male,S1,S2,L2,M2,2.1
92,730813,-41,77,-8.0,-145,40.0,154,144.0,153,57,30515.0,56,3214.0,135.0,Female,S1,S2,L1,M2,7.1
75,316335,-16,45,46.0,174,205.0,163,189.0,161,58,8875.0,18,3202.0,322.0,Female,S2,S1,L2,M2,0.1
35,605631,2,73,,151,-96.0,117,104.0,136,55,39887.0,51,3777.0,307.0,Male,S2,S2,L2,M1,5.0
89,653555,31,98,-43.0,-62,181.0,59,66.0,131,78,39289.0,60,1647.0,316.0,Female,S2,S1,L2,M2,6.3
24,1499050,-43,8,-49.0,46,108.0,105,158.0,105,123,37797.0,16,188.0,288.0,Male,S1,S1,L1,M1,8.3
26,428030,0,98,,97,49.0,37,104.0,187,124,24749.0,71,732.0,216.0,Female,S1,S2,L1,M1,5.7
17,841064,NAN,41,-66.0, ,25.0,165,186.0,161,116,16640.0,79,3622.0,90.0,Female,S2,S1,L2,M2,8.5
83,31166,-42,88,-74.0,-153,41.0,91,192.0,168,NAN,37194.0,47,4440.0,426.0,Male,S2,S2,L2,M2,1.9
49,1232460,-9,26,-38.0,113,153.0,124,81.0,112,73,455.0,32,2978.0,55.0,Male,S2,S1,L2, ,4.3
18,788605,49,81,-34.0,-129,120.0,147,76.0,152,83,19410.0,90,3963.0,268.0, ,S1,S2,L2,M1,3.3
86,558282,-47,NAN,,-84,188.0,163,160.0,142,121,3742.0,78,1212.0,576.0,Female, ,S2,L2,M1,2.2
11,627046,-13,63,-25.0,117,75.0,109,95.0,173,123,25275.0,99,4420.0,161.0,Male,S1,S2,L1,M2,8.6
70,784415,8,NAN,-9.0,22,-84.0,133,70.0,153,84,21669.0,29,353.0,277.0,Female,S1,S2,L2,M2,6.4
67,1102400,15,35,-87.0,142,19.0,126,165.0,161,106,1078.0,86,4846.0,400.0, ,S1,S1,L2, ,0.6
79,1660358,-49,17,-66.0,-95,-45.0,175,116.0,87,43,20072.0,40,3897.0,58.0,Female,S1,S2,L1,M1,2.5
36,1196525,-22,75,56.0,153,40.0,61,150.0,122,94,22003.0,83,,395.0,Female,S1,S2,L2,M1,6.5
94,713509,-18,8,-58.0,100,202.0,93,52.0, ,94,24267.0,60,3241.0,0.0,Female,S1,S2,L2,M2,4.6
56,436582,NAN,7,63.0,8,174.0,48,141.0,143,62,20561.0,34,894.0,,Female,S1,S1,L2,M1,0.2
55,909145,13,88,-33.0,146,-108.0,54,108.0,84,69,32043.0,10,4870.0,169.0,Female,S2,S1,L2,M2,4.2
44,1065579,29,63,73.0, ,110.0,110,155.0,93,41,15829.0,66,241.0,153.0,Male,S2,S2,L2,M2,7.6
91,779834,5,49,62.0,-166,-25.0,172,167.0,84,104,9876.0,90,180.0,267.0,Male,S1,S1,L2,M2,9.3
40,493372,-27,22,-55.0,-125,-83.0,76,90.0,115,NAN,,75,1106.0,46.0,Male,S2,S2,L1,M2,0.2
31,1334665,34,4,13.0,-17,91.0,164,120.0,137,113,21693.0,87,2831.0,53.0,Male,S2,S1,L2,M1,7.9
14,1540943,-33,90,55.0,-9,2.0,164,150.0,143,114,8262.0,27,2206.0,579.0,Female,S2,S2,L1, ,3.8
24,1460351,-15,35,29.0, ,29.0,130,41.0,116,58,18014.0,92,947.0,594.0,Male,S2,S2,L2,M2,6.1
100,NAN,-14,80,49.0,179,,142,104.0,181,88,4432.0,98,1871.0,539.0,Male,S2,S2,L1,M2,3.8
62,1339204,19,98,-89.0,180,-26.0,108,190.0,100,89,10432.0,85,3865.0,348.0,Female,S2,S2,L1,M2,1.0
72,1547649,32,45,-2.0,-148,2.0,54,145.0,196,NAN,18325.0,87,3481.0,290.0,Female,S2,S2,L2,M2,9.1
72,95827,43,52,-75.0,-87,,42,167.0,148,47,37145.0,99,794.0,87.0,Female,S1,S1,L2,M1,7.2
65,697029,-27,15,-82.0, ,-109.0,46,83.0,111,110,2804.0,69,1912.0,401.0,Male,S2,S2,L1,M2,3.4
58,138708,37,43,-7.0,-39,-50.0,101,193.0,93,49,37557.0,1,1263.0,186.0,Female,S1,S1,L2,M2,9.5
42,925770,49,45,-24.0,-64,120.0,178,196.0,149,123,11804.0,71,4932.0,451.0,Female,S2,S2,L1,M2,2.8
33,1031633,-2,25,-68.0,-84,118.0,39,138.0,200,110,18005.0,23,264.0,235.0,Female,S2,S1,L1,M2,4.6
40,843439,45,62,26.0,-38,84.0,39,48.0,136,47,11484.0,72,1859.0,427.0,Female,S2,S1,L2,M2,4.7
83,357953,-31,NAN,-19.0,-2,-77.0,64,175.0,174,119,15236.0,33,3902.0,391.0,Male,S2,S2,L2,M2,0.1
60,1367451,-41,75,-37.0,91,119.0,123,182.0,133,106,18166.0,77,381.0,550.0,Female,S2,S2,L1,M2,5.7
78,3800,NAN,32,-21.0,137,40.0,150,89.0,160,93,8367.0,38,1017.0,62.0,Male,S2,S2,L2,M1,3.0
35,918431,-12,81,,119,171.0,111,71.0,141,48,38000.0,68,2480.0,482.0,Female,S2,S1,L2,M1,7.6
53,1800857,-10,3,55.0,-84,182.0,128,162.0,104,128,28187.0,44,335.0,88.0,Female,S1,S1,L2,M1,5.5
11,105896,-30,13,-56.0,29,-63.0,NAN,171.0,151,82,7593.0,40,1778.0,357.0,Female,S1,S2,L1,M1,3.7
49,185242,36,40,81.0,92,134.0,138,69.0,138,56,1282.0,30,2140.0,530.0,Male,S2,S1,L1,M1,0.5
63,1215595,20,53,27.0,121,-5.0,77,162.0,154,49,1383.0,100,1332.0,364.0, ,S1,S2,L2,M1,9.7
37,1803251,NAN,50,21.0,42,100.0,125,109.0,111,114,22675.0,56,3021.0,355.0,Male,S2,S1,L2,M1,9.1
35,1511358,NAN,NAN,54.0,113,110.0,138,189.0,169,73,17017.0,66,,360.0,Male,S2,S2,L1,M2,3.5
27,183611,-9,7,90.0,-84,-21.0,146,65.0,90,129,16194.0,1,2223.0,563.0,Male,S1,S2,L2,M2,5.5
30,1955859,-27,61,14.0,-11,-82.0,114,182.0,191,125,9109.0,72,3067.0,485.0,Male,S2,S2,L1,M2,9.3
52,692298,-16,13,-51.0,-77,-7.0,51,119.0,197,117,19033.0,75,791.0,89.0,Female,S2,S2,L1,M2,2.3
28,1898956,2,33,28.0,-58,-76.0,94,,120,108,30643.0,22,3152.0,343.0,Female,S2,S2,,M1,9.6
100,1666823,9,49,-43.0,141,54.0,176,199.0,182,85,8308.0,93,2750.0,157.0,Male,S1,S2,L1,M2,8.9
72,281855,-43,NAN,67.0,137,145.0,45,,172,122,4305.0,74,2210.0,127.0,Male,S2,S2,L2,M1,2.9
23,1469848,-32,41,-89.0,-117,-85.0,147,180.0,149,122,25681.0,86,4288.0,148.0,Female,S1,S2,L2,M1,6.0
68,1202946,-17,37,-14.0,-146,106.0,55,86.0,99,107,19915.0,66,1687.0,406.0,Male,S2,S2,L2,M2,3.4
25,1822841,-37,36,81.0,-82,-110.0,124,63.0,193,75,14730.0,20,3905.0,533.0,Male,S2,S2,L1,M1,6.5
96,60696,46,54,-51.0,-36,,74,164.0,194,76,39260.0,83,1037.0,236.0,Female,S1,S2,L1,M1,0.6
77,1635701,19,52,-57.0,-21,29.0,103,153.0, ,47,28850.0,85,4042.0,208.0,Male,S2,S1,L2,M1,4.9
83,1187139,-17,27,-7.0,93,-96.0,132,185.0,161,44,16586.0,8,4823.0,168.0,Female,S2,S2,L2,M2,1.9
11,1277446,15,76,-17.0,146,93.0,82,98.0,193,115,33540.0, ,2696.0,,Male,S2,S2,L2,M2,4.9
17,1227243,-49,91,-30.0,172,-62.0,89,121.0,129,63,33106.0,59,2341.0,129.0,Female,S2,S1,L1,M1,7.9
91,1693865,1,44,-27.0,-41,,160,48.0,157,67,23327.0,32,3566.0,198.0,Female,S2,NAN,L1,M1,3.4
44,1325835,30,40,61.0,135,-64.0,106,190.0,104,129,3199.0, ,3269.0,320.0,Male,S2,S1,L1,M1,2.7
57,1194185,50,96,-28.0,-49,196.0,110,92.0,151,102,11969.0,84,4449.0,565.0,Female,S1,S2,L2, ,1.9
67,303583,-15,52,40.0,-172,-60.0,54,,164,59,10100.0,11,316.0,543.0,Female,S1,S2,L2,M1,1.6
73,553270,34,25,-33.0,20,-67.0,127,128.0,154,51,,53,,228.0,Female, ,NAN,L1,M1,0.2
22,1332135,29,17,70.0,-118,28.0,136,88.0,91,77,24807.0,87,4939.0,44.0,Male,S1,S2,L1,M2,0.1
35,1675984,6,56,43.0,54,31.0,126,193.0,170,127,18807.0,73,4272.0,219.0,Male,S2,S1,L1, ,6.4
40,1438014,-35,89,,22,89.0,32,48.0,149,115,569.0,64,,277.0,Female,S1,S1,L1,M1,8.7
82,NAN,NAN,13,-33.0,22,162.0,156,99.0,81,73,19059.0,62,4363.0,207.0,Male,S2,S2,L2,M2,2.8
22,88089,-11,14,2.0,157,-108.0,122,170.0,106,67,20142.0,53,2476.0,4.0,Female,S1,S1,L1,M2,0.3
14,1122608,-38,45,-13.0,-124,-48.0,176,187.0, ,45,9275.0,66,4070.0,264.0,Female,S1,S2,L1,M2,0.5
89,980418,-46,6,86.0,79,16.0,NAN,42.0,137,84,22622.0,100,3954.0,35.0,Male,S2,S2,L2,M2,3.0
95,308647,29,15,-80.0,-11,49.0,160,45.0,139,116,36141.0,34,1107.0,39.0,Male,S2,S2,L1,M1,1.7
97,809687,0,28,86.0,63,-47.0,NAN,188.0,126,81,26902.0,57,2760.0,541.0,Female,S1,S1,L1,M2,0.6
17,269454,-40,76,-11.0,159,63.0,180,94.0,199,115,1192.0,15,1488.0,356.0,Female,S1,S1,L1,M2,3.8
31,1435374,11,48,14.0,15,-83.0,110,64.0,102,91,4203.0,32,3628.0,98.0,Female,S1,S1,L1,M2,9.2
55,1998083,NAN,98,35.0,47,121.0,58,125.0,161,126,20531.0,74,4309.0,101.0,Male,S2,S2,L2,M2,6.0
54,922461,5,3,3.0,-94,68.0,114,186.0,173,98,15081.0,86,856.0,271.0,Male,S2,S2,L2,M1,4.3
97,1002181,20,23,43.0,53,57.0,109,41.0,198,49,26591.0,53,358.0,555.0,Female,S2,S1,L2,M1,5.2
68,1327327,18,16,73.0,-49,14.0,157,86.0,118,56,28287.0,58,2561.0,376.0,Female,S1,S2,L2,M1,1.1
88,1483870,42,18,45.0,92,190.0,100,148.0,129,53,8280.0,78,1424.0,490.0,Male,S1,S2,L1,M2,9.8
46,993606,1,26,3.0,-149,-39.0,93,81.0,146,60,18322.0,13,492.0,98.0,Male,S2,S2,L1,M1,9.9
38,1358917,35,37,25.0,-122,33.0,77,196.0,82,85,33733.0,50,3544.0,160.0, ,S1,S2,L1,M2,6.0
65,1798662,24,21,,121,-22.0,37,115.0,167,100,3089.0,42,2685.0,150.0,Female,S2,S2,L2,M1,6.9
69,1312315,29,7,47.0,-127,89.0,101,181.0,132,122,,45,2271.0,112.0,Male,S2,S2,L2,M2,6.6
45,823143,45,82,44.0,-79,113.0,137,84.0,161,101,35345.0,88,4241.0,344.0,Female,S2,S2,L1,M2,2.9
89,1351608,46,61,7.0,0,-23.0,174,195.0,169,95,38620.0,6,431.0,532.0,Female,S2,S2,L1,M2,0.7
57,1369371,49,22,56.0,-156,109.0,NAN,148.0,113,96,32846.0,71,4296.0,244.0,Female,S1,S1,L2,M2,3.0
100,1207882,-15,7,-12.0,-142,-103.0,128,109.0,150,90,17759.0,63,3659.0,529.0,Male, ,S1,L2,M2,3.6
51,207498,9,10,54.0,47,77.0,162,67.0,147,99,35739.0,94,1158.0,524.0,Female,S2,S1,L2,M2,2.4
98,327068,24,5,,164,136.0,78,183.0,107,54,21879.0,36,3516.0,580.0,Female,S1,S1,L1,M1,0.6
86,172437,21,77,-57.0,-112,207.0,148,118.0,108,127,610.0,60,748.0,297.0,Male,S2,S1,L2,M2,8.3
46,20348,37,62,25.0,39,,151,183.0,105,98,25523.0,19,3539.0,596.0,Male,S2,S2,L2,M2,6.5
78,418913,28,40,15.0,133,90.0,169,,105,72,36168.0,31,2796.0,323.0,Female,S1,S2,L2,M2,2.9
